time_recv,packet_time,igniterarmed,ignitercurrent0,ignitercurrent1,igniterinternalstate0,igniterinternalstate1,alarminternalstate,solenoidinternalstategn2fill,solenoidinternalstategn2vent,solenoidinternalstategn2disconnect,solenoidinternalstatemvasfill,solenoidinternalstatemvasvent,solenoidinternalstatemvasopen,solenoidinternalstatemvasclose,solenoidinternalstateloxvent,solenoidinternalstatelngvent,supplyvoltage0,supplyvoltage1,supplyvoltage,solenoidcurrentgn2fill,solenoidcurrentgn2vent,solenoidcurrentgn2disconnect,solenoidcurrentmvasfill,solenoidcurrentmvasvent,solenoidcurrentmvasopen,solenoidcurrentmvasclose,solenoidcurrentloxvent,solenoidcurrentlngvent,temperatureengine1,temperatureengine2,pressuregn2,pressurevent,pressureloxinjtee,pressureloxmvas
1771701806.8304152,30022288,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8938000202178955,22.823200225830078,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,433.6088174819946,281.6088038921356,11.9,424.3672150611877
1771701806.78016,30022188,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8938000202178955,22.847999572753906,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,437.5000018119812,276.98800268173215,11.9,425.0968092918396
1771701806.7312503,30022088,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8876000046730042,22.841800689697266,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,437.0136207580566,273.8263899326324,11.9,425.3400224685669
1771701806.6814277,30021988,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8999999761581421,22.82940101623535,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,436.527194404602,280.39280595779417,11.9,425.82640352249143
1771701806.6378076,30021888,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8999999761581421,22.841800689697266,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,437.2567886352539,281.3655907154083,11.9,421.93521919250486
1771701806.604898,30021788,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8999999761581421,22.82940101623535,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,437.5000018119812,284.04079976081846,11.9,425.82640352249143
1771701806.534504,30021688,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8938000202178955,22.82940101623535,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,436.04081335067747,276.98800268173215,11.9,425.82640352249143
1771701806.4808593,30021588,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8938000202178955,22.823200225830078,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,436.527194404602,277.717596912384,11.9,422.1783870697021
1771701806.4304526,30021488,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8938000202178955,22.835599899291992,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,436.7704075813293,273.09679570198057,11.9,424.3672150611877
1771701806.38055,30021388,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8813999891281128,22.835599899291992,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,434.824792766571,277.23119320869444,11.9,425.0968092918396
