time_recv, packet_time, packetrssi, packetloss, solenoidinternalstatecopvvent, solenoidinternalstatepv1, solenoidinternalstatepv2, solenoidinternalstatevent, supplyvoltage, batteryvoltage, solenoidcurrentcopvvent, solenoidcurrentpv1, solenoidcurrentpv2, solenoidcurrentvent, temperaturecopv, pressurecopv, pressurelox, pressurelng, pressureinjectorlox, pressureinjectorlng, angularvelocityx, angularvelocityy, angularvelocityz, accelerationx, accelerationy, accelerationz, magneticfieldx, magneticfieldy, magneticfieldz, temperature, altitude, ecefpositionx, ecefpositiony, ecefpositionz, ecefpositionaccuracy, ecefvelocityx, ecefvelocityy, ecefvelocityz, ecefvelocityaccuracy
1771701866.0936813,30140752,0.0,0.0,True,True,False,False,23.052600860595703,1.3898000717163086,0.39134299755096436,0.3210809826850891,0.0,0.0,37.0,37.2,11.9,11.9,11.9,109.66639699935914,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1771701866.043742,30140652,0.0,0.0,True,True,False,False,23.052600860595703,1.408400058746338,0.3905259966850281,0.3202640116214752,0.0,0.0,37.25,37.2,11.9,11.9,11.9,119.15120127201081,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1771701865.993568,30140552,0.0,0.0,True,True,False,False,23.120800018310547,1.420799970626831,0.3897089958190918,0.3210809826850891,0.0,0.0,37.0,37.2,11.9,11.9,11.9,124.25839486122132,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1771701865.9443438,30140452,0.0,0.0,True,True,False,False,23.145599365234375,1.3464000225067139,0.38725799322128296,0.3210809826850891,0.0,0.0,37.0,37.2,11.9,11.9,11.9,111.61200048923493,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1771701865.894107,30140352,0.0,0.0,True,True,False,False,23.058799743652344,1.4021999835968018,0.3897089958190918,0.3218979835510254,0.0,0.0,37.0,37.2,11.9,11.9,11.9,118.17840518951417,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1771701865.8439279,30140252,0.0,0.0,True,True,False,False,23.145599365234375,1.4021999835968018,0.3897089958190918,0.3210809826850891,0.0,0.0,36.75,37.2,11.9,11.9,11.9,122.7991950750351,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1771701865.7940075,30140152,0.0,0.0,True,True,False,False,23.052600860595703,1.3774000406265259,0.3905259966850281,0.3218979835510254,0.0,0.0,36.75,37.2,11.9,11.9,11.9,142.7415997028351,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1771701865.7437446,30140052,0.0,0.0,True,True,False,False,23.10219955444336,1.4393999576568604,0.3905259966850281,0.3210809826850891,0.0,0.0,36.25,37.2,11.9,11.9,11.9,126.20399835109711,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1771701865.6937046,30139952,0.0,0.0,True,True,False,False,23.089799880981445,1.3835999965667725,0.3888919949531555,0.3202640116214752,0.0,0.0,36.75,37.2,11.9,11.9,11.9,123.77200248241425,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1771701865.6437478,30139852,0.0,0.0,True,True,False,False,23.10219955444336,1.3960000276565552,0.39134299755096436,0.3210809826850891,0.0,0.0,36.75,37.2,11.9,11.9,11.9,126.93360390663148,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
